state,Year,Week,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths
Colorado,2014,19,4.89,696,34
Colorado,2014,20,4.48,647,29
Colorado,2014,21,6.66,676,45
Colorado,2014,22,6.52,660,43
Colorado,2014,23,5.03,616,31
Colorado,2014,24,7.68,664,51
Colorado,2014,25,5.29,643,34
Colorado,2014,26,6.77,650,44
Colorado,2014,27,4.07,663,27
Colorado,2014,28,4.87,637,31
Colorado,2014,29,5.07,611,31
Colorado,2014,30,5.02,617,31
Colorado,2014,31,6.25,608,38
Colorado,2014,32,4.69,576,27
Colorado,2014,33,3.62,635,23
Colorado,2014,34,5.49,637,35
Colorado,2014,35,6.2,629,39
Colorado,2014,36,8.1,642,52
Colorado,2014,37,6.7,687,46
Colorado,2014,38,5.46,659,36
Colorado,2014,39,4.89,614,30
Colorado,2014,40,5.24,649,34
Colorado,2014,41,5.7,632,36
Colorado,2014,42,4.5,755,34
Colorado,2014,43,6.35,646,41
Colorado,2014,44,4.46,672,30
Colorado,2014,45,5.89,662,39
Colorado,2014,46,4.77,692,33
Colorado,2014,47,4.55,703,32
Colorado,2014,48,5.1,725,37
Colorado,2014,49,7.11,717,51
Colorado,2014,50,8.05,733,59
Colorado,2014,51,9.1,747,68
Colorado,2014,52,11.22,820,92
Colorado,2014,53,11.37,941,107
Colorado,2015,01,13.8,877,121
Colorado,2015,02,12.72,810,103
Colorado,2015,03,7.63,747,57
Colorado,2015,04,7.75,774,60
Colorado,2015,05,6.68,734,49
Colorado,2015,06,7.44,672,50
Colorado,2015,07,8.15,712,58
Colorado,2015,08,7.19,709,51
Colorado,2015,09,6.32,665,42
Colorado,2015,10,6.92,665,46
Colorado,2015,11,7.03,725,51
Colorado,2015,12,7.2,694,50
Colorado,2015,13,7.55,715,54
Colorado,2015,14,7.1,732,52
Colorado,2015,15,6.87,757,52
Colorado,2015,16,5.94,724,43
Colorado,2015,17,6.01,699,42
Colorado,2015,18,4.93,649,32
Colorado,2015,19,6.58,714,47
Colorado,2015,20,4.31,720,31
Colorado,2015,21,6.16,682,42
Colorado,2015,22,8.02,636,51
Colorado,2015,23,7.31,698,51
Colorado,2015,24,6.27,718,45
Colorado,2015,25,5.1,686,35
Colorado,2015,26,4.77,629,30
Colorado,2015,27,6,633,38
Colorado,2015,28,5.92,659,39
Colorado,2015,29,4.75,673,32
Colorado,2015,30,4.59,676,31
Colorado,2015,31,5.91,677,40
Colorado,2015,32,4.93,649,32
Colorado,2015,33,4.36,642,28
Colorado,2015,34,4.38,639,28
Colorado,2015,35,3.46,636,22
Colorado,2015,36,5.6,643,36
Colorado,2015,37,4.94,628,31
Colorado,2015,38,7.03,612,43
Colorado,2015,39,5.52,689,38
Colorado,2015,40,5.81,654,38
Colorado,2015,41,3.85,676,26
Colorado,2015,42,5.43,645,35
Colorado,2015,43,4.82,685,33
Colorado,2015,44,6.59,713,47
Colorado,2015,45,5.99,718,43
Colorado,2015,46,4.39,706,31
Colorado,2015,47,5.44,698,38
Colorado,2015,48,5.77,710,41
Colorado,2015,49,5.85,752,44
Colorado,2015,50,5.42,720,39
Colorado,2015,51,5.71,735,42
Colorado,2015,52,7.28,742,54
Colorado,2016,01,6.13,783,48
Colorado,2016,02,8.53,797,68
Colorado,2016,03,6.71,700,47
Colorado,2016,04,7.14,784,56
Colorado,2016,05,7.66,692,53
Colorado,2016,06,5.43,774,42
Colorado,2016,07,5.69,773,44
Colorado,2016,08,8.03,735,59
Colorado,2016,09,7.84,727,57
Colorado,2016,10,8.96,770,69
Colorado,2016,11,7.19,751,54
Colorado,2016,12,7.43,807,60
Colorado,2016,13,7.07,778,55
Colorado,2016,14,6.11,737,45
Colorado,2016,15,6.43,746,48
Colorado,2016,16,6.28,701,44
Colorado,2016,17,6.87,699,48
Colorado,2016,18,5.93,725,43
Colorado,2016,19,5.76,712,41
Colorado,2016,20,5.37,671,36
Colorado,2016,21,4.97,624,31
Colorado,2016,22,5.43,644,35
Colorado,2016,23,4.45,651,29
Colorado,2016,24,4.78,628,30
Colorado,2016,25,4.15,578,24
Colorado,2016,26,7.1,606,43
Colorado,2016,27,3.38,591,20
Colorado,2016,28,6.64,512,34
Colorado,2016,29,4.13,508,21
Colorado,2016,30,4.34,484,21
Colorado,2016,31,5.27,512,27
Colorado,2016,32,3.3,424,14
Colorado,2016,33,2.61,459,12
Colorado,2016,34,2.65,491,13
Colorado,2016,35,3.67,490,18
Colorado,2016,36,3.53,425,15
Colorado,2016,37,3.58,419,15
Connecticut,2010,40,9.16,524,48
Connecticut,2010,41,9.06,530,48
Connecticut,2010,42,7.89,583,46
Connecticut,2010,43,6.55,550,36
Connecticut,2010,44,9.01,566,51
Connecticut,2010,45,5.77,555,32
Connecticut,2010,46,5.94,539,32
Connecticut,2010,47,6.24,577,36
Connecticut,2010,48,9.51,568,54
Connecticut,2010,49,5.44,570,31
Connecticut,2010,50,7.29,645,47
Connecticut,2010,51,7.97,577,46
Connecticut,2010,52,7.36,611,45
Connecticut,2011,01,8.81,681,60
Connecticut,2011,02,12.17,641,78
Connecticut,2011,03,12.2,664,81
Connecticut,2011,04,9.36,652,61
Connecticut,2011,05,11.67,677,79
Connecticut,2011,06,10.72,625,67
Connecticut,2011,07,8.74,652,57
Connecticut,2011,08,9.29,624,58
Connecticut,2011,09,10.87,607,66
Connecticut,2011,10,11.64,610,71
Connecticut,2011,11,7.54,570,43
Connecticut,2011,12,8.49,589,50
Connecticut,2011,13,10.31,543,56
Connecticut,2011,14,8.35,575,48
Connecticut,2011,15,9.84,569,56
Connecticut,2011,16,11.52,599,69
Connecticut,2011,17,11.69,522,61
Connecticut,2011,18,6.58,547,36
Connecticut,2011,19,7.89,558,44
Connecticut,2011,20,7.12,576,41
Connecticut,2011,21,9.85,538,53
Connecticut,2011,22,7.31,506,37
Connecticut,2011,23,8.49,530,45
Connecticut,2011,24,8.82,567,50
Connecticut,2011,25,8.89,495,44
Connecticut,2011,26,9.58,543,52
Connecticut,2011,27,7.31,547,40
Connecticut,2011,28,10.15,522,53
Connecticut,2011,29,9.11,527,48
Connecticut,2011,30,9.02,543,49
Connecticut,2011,31,6.55,504,33
Connecticut,2011,32,6.18,566,35
Connecticut,2011,33,5.57,503,28
Connecticut,2011,34,7.81,512,40
Connecticut,2011,35,8.72,493,43
Connecticut,2011,36,8,525,42
Connecticut,2011,37,10.98,519,57
Connecticut,2011,38,8.04,535,43
Connecticut,2011,39,8.14,516,42
Connecticut,2011,40,7.21,513,37
Connecticut,2011,41,7.34,531,39
Connecticut,2011,42,7.22,582,42
Connecticut,2011,43,7.5,533,40
Connecticut,2011,44,7.17,642,46
Connecticut,2011,45,8.25,582,48
Connecticut,2011,46,9.31,537,50
Connecticut,2011,47,10.26,546,56
Connecticut,2011,48,7.99,576,46
Connecticut,2011,49,6.38,564,36
Connecticut,2011,50,8.06,571,46
Connecticut,2011,51,9.77,604,59
Connecticut,2011,52,9.56,565,54
Connecticut,2012,01,9.17,556,51
Connecticut,2012,02,8.76,628,55
Connecticut,2012,03,8.18,636,52
Connecticut,2012,04,10.34,609,63
Connecticut,2012,05,8.36,586,49
Connecticut,2012,06,8.64,567,49
Connecticut,2012,07,9.12,592,54
Connecticut,2012,08,8.52,622,53
Connecticut,2012,09,8.55,608,52
Connecticut,2012,10,9.41,595,56
Connecticut,2012,11,12.2,574,70
Connecticut,2012,12,8.93,571,51
Connecticut,2012,13,9.11,516,47
Connecticut,2012,14,7.17,572,41
Connecticut,2012,15,8.83,589,52
Connecticut,2012,16,6.85,613,42
Connecticut,2012,17,5.06,553,28
Connecticut,2012,18,10.97,547,60
Connecticut,2012,19,6.33,569,36
Connecticut,2012,20,6.15,520,32
Connecticut,2012,21,7.79,552,43
Connecticut,2012,22,6.3,524,33
Connecticut,2012,23,5.63,533,30
Connecticut,2012,24,7.46,536,40
Connecticut,2012,25,6.94,504,35
Connecticut,2012,26,8.66,531,46
Connecticut,2012,27,9.24,541,50
Connecticut,2012,28,7.28,508,37
Connecticut,2012,29,7.09,578,41
Connecticut,2012,30,5.44,515,28
Connecticut,2012,31,4.04,520,21
Connecticut,2012,32,6.96,517,36
Connecticut,2012,33,6.92,520,36
Connecticut,2012,34,4.89,511,25
Connecticut,2012,35,5.15,524,27
Connecticut,2012,36,7.13,533,38
Connecticut,2012,37,8.23,474,39
Connecticut,2012,38,6.96,517,36
Connecticut,2012,39,7.27,509,37
Connecticut,2012,40,7.96,540,43
Connecticut,2012,41,6.62,544,36
Connecticut,2012,42,7.95,591,47
Connecticut,2012,43,6.62,604,40
Connecticut,2012,44,6.74,564,38
Connecticut,2012,45,6.5,569,37
Connecticut,2012,46,7.34,545,40
Connecticut,2012,47,7.21,610,44
Connecticut,2012,48,6.38,564,36
Connecticut,2012,49,6.79,545,37
Connecticut,2012,50,6.51,614,40
Connecticut,2012,51,8.21,597,49
Connecticut,2012,52,9.3,667,62
Connecticut,2013,01,11.01,690,76
Connecticut,2013,02,13.95,767,107
Connecticut,2013,03,12.43,676,84
Connecticut,2013,04,10.22,714,73
Connecticut,2013,05,11.33,662,75
Connecticut,2013,06,8.79,637,56
Connecticut,2013,07,8.72,631,55
Connecticut,2013,08,10.24,615,63
Connecticut,2013,09,7.55,649,49
Connecticut,2013,10,9.34,557,52
Connecticut,2013,11,7.31,602,44
Connecticut,2013,12,7.53,584,44
Connecticut,2013,13,6.8,544,37
Connecticut,2013,14,7.96,540,43
Connecticut,2013,15,10.07,596,60
Connecticut,2013,16,6.39,563,36
Connecticut,2013,17,6.39,579,37
Connecticut,2013,18,8.07,545,44
Connecticut,2013,19,6.42,561,36
Connecticut,2013,20,6.58,547,36
Connecticut,2013,21,6.67,510,34
Connecticut,2013,22,5.86,529,31
Connecticut,2013,23,6.74,519,35
Connecticut,2013,24,8.02,536,43
Connecticut,2013,25,8.38,537,45
Connecticut,2013,26,7.2,514,37
Connecticut,2013,27,6.21,531,33
Connecticut,2013,28,7.51,519,39
Connecticut,2013,29,5,480,24
Connecticut,2013,30,5.52,525,29
Connecticut,2013,31,5.61,535,30
Connecticut,2013,32,7.28,508,37
Connecticut,2013,33,8.71,505,44
Connecticut,2013,34,7.2,500,36
Connecticut,2013,35,6.15,553,34
Connecticut,2013,36,6.41,499,32
Connecticut,2013,37,6.46,526,34
Connecticut,2013,38,5.63,533,30
Connecticut,2013,39,5.73,541,31
Connecticut,2013,40,7.46,523,39
Connecticut,2013,41,6.36,519,33
Connecticut,2013,42,3.67,545,20
Connecticut,2013,43,5.79,570,33
Connecticut,2013,44,4.14,556,23
Connecticut,2013,45,7.44,578,43
Connecticut,2013,46,5.87,579,34
Connecticut,2013,47,9.71,618,60
Connecticut,2013,48,6.95,547,38
Connecticut,2013,49,8.25,594,49
Connecticut,2013,50,7.59,606,46
Connecticut,2013,51,6.74,579,39
Connecticut,2013,52,5.7,597,34
Connecticut,2014,01,7.63,577,44
Connecticut,2014,02,7.08,650,46
Connecticut,2014,03,9.74,575,56
Connecticut,2014,04,8.87,586,52
Connecticut,2014,05,8.22,584,48
Connecticut,2014,06,7.28,632,46
Connecticut,2014,07,9.41,648,61
Connecticut,2014,08,6.67,645,43
Connecticut,2014,09,7.6,645,49
Connecticut,2014,10,8.22,608,50
Connecticut,2014,11,8.94,615,55
Connecticut,2014,12,6.98,587,41
Connecticut,2014,13,7.36,652,48
Connecticut,2014,14,12.15,601,73
Connecticut,2014,15,11.59,621,72
Connecticut,2014,16,9.85,619,61
Connecticut,2014,17,10,620,62
Connecticut,2014,18,9.95,593,59
Connecticut,2014,19,6.38,596,38
Connecticut,2014,20,6.49,570,37
Connecticut,2014,21,5.56,558,31
Connecticut,2014,22,7.81,525,41
Connecticut,2014,23,5.51,544,30
Connecticut,2014,24,5.11,568,29
Connecticut,2014,25,6.56,503,33
Connecticut,2014,26,7.78,527,41
Connecticut,2014,27,6.76,577,39
Connecticut,2014,28,8.16,527,43
Connecticut,2014,29,4.97,503,25
Connecticut,2014,30,7.1,521,37
Connecticut,2014,31,7.51,506,38
Connecticut,2014,32,7.51,519,39
Connecticut,2014,33,6.73,535,36
Connecticut,2014,34,5.48,584,32
Connecticut,2014,35,5.93,506,30
Connecticut,2014,36,4.77,524,25
Connecticut,2014,37,6.36,503,32
Connecticut,2014,38,5.9,525,31
Connecticut,2014,39,6.54,612,40
Connecticut,2014,40,7.24,525,38
Connecticut,2014,41,7.33,532,39
Connecticut,2014,42,5.79,587,34
Connecticut,2014,43,5.2,558,29
Connecticut,2014,44,6.62,559,37
Connecticut,2014,45,6.43,607,39
Connecticut,2014,46,7.75,542,42
Connecticut,2014,47,6.9,580,40
Connecticut,2014,48,7.01,528,37
Connecticut,2014,49,8.06,546,44
Connecticut,2014,50,6.26,591,37
Connecticut,2014,51,7.78,643,50
Connecticut,2014,52,5.98,585,35
Connecticut,2014,53,7.01,613,43
Connecticut,2015,01,8.8,648,57
Connecticut,2015,02,9.19,653,60
Connecticut,2015,03,9.09,693,63
Connecticut,2015,04,7.73,673,52
Connecticut,2015,05,9.3,710,66
Connecticut,2015,06,10.47,659,69
Connecticut,2015,07,7.63,668,51
Connecticut,2015,08,10.29,661,68
Connecticut,2015,09,10.9,670,73
Connecticut,2015,10,8.66,635,55
Connecticut,2015,11,7.67,600,46
Connecticut,2015,12,9.02,676,61
Connecticut,2015,13,7.07,608,43
Connecticut,2015,14,8.55,608,52
Connecticut,2015,15,7.51,599,45
Connecticut,2015,16,10.07,586,59
Connecticut,2015,17,8.95,581,52
Connecticut,2015,18,7.01,556,39
Connecticut,2015,19,7.29,590,43
Connecticut,2015,20,6.63,543,36
Connecticut,2015,21,7.53,571,43
Connecticut,2015,22,6.33,537,34
Connecticut,2015,23,5.57,557,31
Connecticut,2015,24,5.86,529,31
Connecticut,2015,25,10.58,567,60
Connecticut,2015,26,7.37,543,40
Connecticut,2015,27,6.37,597,38
Connecticut,2015,28,6.13,571,35
Connecticut,2015,29,9.57,533,51
Connecticut,2015,30,6.08,543,33
Connecticut,2015,31,5.67,529,30
Connecticut,2015,32,6.04,497,30
Connecticut,2015,33,7.24,511,37
Connecticut,2015,34,5.03,517,26
Connecticut,2015,35,7.06,538,38
Connecticut,2015,36,4.93,507,25
Connecticut,2015,37,4.59,566,26
Connecticut,2015,38,8.14,553,45
Connecticut,2015,39,6.75,533,36
Connecticut,2015,40,6.49,601,39
Connecticut,2015,41,5.64,567,32
Connecticut,2015,42,4.46,606,27
Connecticut,2015,43,4.63,562,26
Connecticut,2015,44,5.79,604,35
Connecticut,2015,45,7.38,569,42
Connecticut,2015,46,6.3,635,40
Connecticut,2015,47,7.11,605,43
Connecticut,2015,48,6.13,571,35
Connecticut,2015,49,4.99,561,28
Connecticut,2015,50,5.61,553,31
Connecticut,2015,51,6.47,541,35
Connecticut,2015,52,7.66,548,42
Connecticut,2016,01,7.12,632,45
Connecticut,2016,02,8.58,606,52
Connecticut,2016,03,6.38,611,39
Connecticut,2016,04,9.03,609,55
Connecticut,2016,05,8.11,641,52
Connecticut,2016,06,6.46,619,40
Connecticut,2016,07,6.27,606,38
Connecticut,2016,08,6.56,579,38
Connecticut,2016,09,8.25,703,58
Connecticut,2016,10,8.85,633,56
Connecticut,2016,11,7.76,580,45
Connecticut,2016,12,9.13,624,57
Connecticut,2016,13,9.98,561,56
Connecticut,2016,14,6.53,643,42
Connecticut,2016,15,6.89,595,41
Connecticut,2016,16,7.43,646,48
Connecticut,2016,17,8.04,560,45
Connecticut,2016,18,6.61,469,31
Connecticut,2016,19,6.16,471,29
Connecticut,2016,20,5.24,439,23
Connecticut,2016,21,6.76,429,29
Connecticut,2016,22,3.42,409,14
Connecticut,2016,23,3.17,347,11
Connecticut,2016,24,5.67,388,22
Connecticut,2016,25,6.73,342,23
Connecticut,2016,26,4.33,231,10
Connecticut,2016,27,,,
Connecticut,2016,28,,,
Connecticut,2016,29,,,
Connecticut,2016,30,,,
Connecticut,2016,31,,,
Connecticut,2016,32,,,
Connecticut,2016,33,,,
Connecticut,2016,34,,,
Connecticut,2016,35,,,
Connecticut,2016,36,,,
Connecticut,2016,37,,,
Delaware,2010,40,5.33,169,9
Delaware,2010,41,6.45,155,10
Delaware,2010,42,7.04,142,10
Delaware,2010,43,8.84,147,13
Delaware,2010,44,4.23,142,6
Delaware,2010,45,3.13,160,5
Delaware,2010,46,3.66,164,6
Delaware,2010,47,8.67,150,13
Delaware,2010,48,9.41,170,16
Delaware,2010,49,11.38,167,19
Delaware,2010,50,8.72,172,15
Delaware,2010,51,4.26,141,6
Delaware,2010,52,6.54,153,10
Delaware,2011,01,4.23,189,8
Delaware,2011,02,6.29,159,10
Delaware,2011,03,5.16,155,8
Delaware,2011,04,10.76,158,17
Delaware,2011,05,8.19,171,14
Delaware,2011,06,9.88,172,17
Delaware,2011,07,5.66,159,9
Delaware,2011,08,6.67,150,10
Delaware,2011,09,5.08,177,9
Delaware,2011,10,8.9,146,13
Delaware,2011,11,8.92,157,14
Delaware,2011,12,9.15,164,15
Delaware,2011,13,6.04,149,9
Delaware,2011,14,9.58,167,16
Delaware,2011,15,4.23,142,6
Delaware,2011,16,7.89,152,12
Delaware,2011,17,9.21,152,14
Delaware,2011,18,10,160,16
Delaware,2011,19,6.25,144,9
Delaware,2011,20,8.9,146,13
Delaware,2011,21,5.1,157,8
Delaware,2011,22,5.07,138,7
Delaware,2011,23,7.38,149,11
Delaware,2011,24,8.33,144,12
Delaware,2011,25,4.62,130,6
Delaware,2011,26,7.04,142,10
Delaware,2011,27,4.93,142,7
Delaware,2011,28,5.16,155,8
Delaware,2011,29,10.22,137,14
Delaware,2011,30,7.8,141,11
Delaware,2011,31,7.64,157,12
Delaware,2011,32,8.94,123,11
Delaware,2011,33,5,160,8
Delaware,2011,34,5.84,137,8
Delaware,2011,35,8.59,128,11
Delaware,2011,36,5.47,128,7
Delaware,2011,37,4.48,134,6
Delaware,2011,38,4.72,127,6
Delaware,2011,39,3.76,133,5
Delaware,2011,40,5.68,176,10
Delaware,2011,41,5.23,153,8
Delaware,2011,42,4.73,148,7
Delaware,2011,43,6.72,134,9
Delaware,2011,44,6.25,144,9
Delaware,2011,45,3.64,165,6
Delaware,2011,46,5.84,137,8
Delaware,2011,47,4.96,141,7
Delaware,2011,48,6.94,173,12
Delaware,2011,49,5.73,157,9
Delaware,2011,50,6.08,148,9
Delaware,2011,51,4.17,168,7
Delaware,2011,52,8.05,149,12
Delaware,2012,01,10.22,186,19
Delaware,2012,02,6.06,165,10
Delaware,2012,03,5.81,172,10
Delaware,2012,04,8.22,146,12
Delaware,2012,05,4.96,141,7
Delaware,2012,06,8.15,135,11
Delaware,2012,07,5,160,8
Delaware,2012,08,4.05,173,7
Delaware,2012,09,10.84,166,18
Delaware,2012,10,7.91,139,11
Delaware,2012,11,7.75,142,11
Delaware,2012,12,7.75,142,11
Delaware,2012,13,6.06,132,8
Delaware,2012,14,6.83,161,11
Delaware,2012,15,4.76,147,7
Delaware,2012,16,4.55,154,7
Delaware,2012,17,6.25,144,9
Delaware,2012,18,4.48,134,6
Delaware,2012,19,5.63,160,9
Delaware,2012,20,6.29,159,10
Delaware,2012,21,6.33,158,10
Delaware,2012,22,4.65,129,6
Delaware,2012,23,5.93,118,7
Delaware,2012,24,8.11,148,12
Delaware,2012,25,10.07,139,14
Delaware,2012,26,6.96,115,8
Delaware,2012,27,4.79,146,7
Delaware,2012,28,5.66,159,9
Delaware,2012,29,6.5,123,8
Delaware,2012,30,5.88,153,9
Delaware,2012,31,4.44,135,6
Delaware,2012,32,3.05,131,4
Delaware,2012,33,2.61,153,4
Delaware,2012,34,4.29,140,6
Delaware,2012,35,5.63,142,8
Delaware,2012,36,7.38,149,11
Delaware,2012,37,7.58,132,10
Delaware,2012,38,5.22,134,7
Delaware,2012,39,7.53,146,11
Delaware,2012,40,3.25,154,5
Delaware,2012,41,8.28,145,12
Delaware,2012,42,4.76,168,8
Delaware,2012,43,5.19,135,7
Delaware,2012,44,6.85,146,10
Delaware,2012,45,5.99,167,10
Delaware,2012,46,5.36,168,9
Delaware,2012,47,5.23,172,9
Delaware,2012,48,3.92,153,6
Delaware,2012,49,2.87,174,5
Delaware,2012,50,3.59,167,6
Delaware,2012,51,5.81,172,10
Delaware,2012,52,7.69,195,15
Delaware,2013,01,3.74,187,7
Delaware,2013,02,6.83,161,11
Delaware,2013,03,7.69,169,13
Delaware,2013,04,8.43,178,15
Delaware,2013,05,10.93,183,20
Delaware,2013,06,4.76,168,8
Delaware,2013,07,8.28,169,14
Delaware,2013,08,8.62,174,15
Delaware,2013,09,10.98,173,19
Delaware,2013,10,9.38,160,15
Delaware,2013,11,9.38,160,15
Delaware,2013,12,6.83,161,11
Delaware,2013,13,6.37,157,10
Delaware,2013,14,9.47,169,16
Delaware,2013,15,6.54,153,10
Delaware,2013,16,8.19,171,14
Delaware,2013,17,10.34,145,15
Delaware,2013,18,7.59,158,12
Delaware,2013,19,3.9,154,6
Delaware,2013,20,7.8,141,11
Delaware,2013,21,2.86,140,4
Delaware,2013,22,7.63,131,10
Delaware,2013,23,6.62,136,9
Delaware,2013,24,10.24,127,13
Delaware,2013,25,6.41,156,10
Delaware,2013,26,10.08,129,13
Delaware,2013,27,8.09,136,11
Delaware,2013,28,12.31,130,16
Delaware,2013,29,6.67,150,10
Delaware,2013,30,5.77,156,9
Delaware,2013,31,6.96,158,11
Delaware,2013,32,4.29,140,6
Delaware,2013,33,6.25,128,8
Delaware,2013,34,8.9,146,13
Delaware,2013,35,3.45,145,5
Delaware,2013,36,8.44,154,13
Delaware,2013,37,6.21,145,9
Delaware,2013,38,5.76,139,8
Delaware,2013,39,4.65,129,6
Delaware,2013,40,5.45,165,9
Delaware,2013,41,8.72,149,13
Delaware,2013,42,2.67,150,4
Delaware,2013,43,2.58,155,4
Delaware,2013,44,6.43,140,9
Delaware,2013,45,2.38,126,3
Delaware,2013,46,4.86,144,7
Delaware,2013,47,4.35,161,7
Delaware,2013,48,7.95,151,12
Delaware,2013,49,5.71,175,10
Delaware,2013,50,5.85,171,10
Delaware,2013,51,6.25,144,9
Delaware,2013,52,3.92,153,6
Delaware,2014,01,8.81,159,14
Delaware,2014,02,14.29,161,23
Delaware,2014,03,5.26,171,9
Delaware,2014,04,5.14,175,9
Delaware,2014,05,10.98,164,18
Delaware,2014,06,8.62,174,15
Delaware,2014,07,9.62,156,15
Delaware,2014,08,8.54,164,14
Delaware,2014,09,8.59,163,14
Delaware,2014,10,5.23,172,9
Delaware,2014,11,7.05,156,11
Delaware,2014,12,5.71,175,10
Delaware,2014,13,6.94,173,12
Delaware,2014,14,6,150,9
Delaware,2014,15,6.96,158,11
Delaware,2014,16,6.36,173,11
Delaware,2014,17,7.78,167,13
Delaware,2014,18,8.5,153,13
Delaware,2014,19,4.82,166,8
Delaware,2014,20,6.17,162,10
Delaware,2014,21,11.66,163,19
Delaware,2014,22,6.08,148,9
Delaware,2014,23,8.11,148,12
Delaware,2014,24,8.38,179,15
Delaware,2014,25,7.01,157,11
Delaware,2014,26,4.58,131,6
Delaware,2014,27,4.14,145,6
Delaware,2014,28,6.12,147,9
Delaware,2014,29,8,125,10
Delaware,2014,30,3.7,135,5
Delaware,2014,31,4.51,133,6
Delaware,2014,32,4.03,149,6
Delaware,2014,33,7.53,146,11
Delaware,2014,34,7.38,149,11
Delaware,2014,35,3.18,157,5
Delaware,2014,36,4.08,147,6
Delaware,2014,37,7.19,139,10
Delaware,2014,38,8.09,136,11
Delaware,2014,39,5.16,155,8
Delaware,2014,40,7.05,156,11
Delaware,2014,41,6.67,165,11
Delaware,2014,42,8.55,152,13
Delaware,2014,43,5.66,159,9
Delaware,2014,44,5.59,161,9
Delaware,2014,45,7.28,151,11
Delaware,2014,46,4.71,170,8
Delaware,2014,47,5.49,164,9
Delaware,2014,48,6.67,165,11
Delaware,2014,49,2.96,169,5
Delaware,2014,50,5.71,175,10
Delaware,2014,51,6.29,175,11
Delaware,2014,52,4.65,172,8
Delaware,2014,53,8.33,192,16
Delaware,2015,01,12.88,233,30
Delaware,2015,02,12.62,206,26
Delaware,2015,03,11.36,176,20
Delaware,2015,04,14.14,198,28
Delaware,2015,05,9.2,174,16
Delaware,2015,06,5.38,186,10
Delaware,2015,07,7.84,204,16
Delaware,2015,08,8.2,183,15
Delaware,2015,09,7.23,166,12
Delaware,2015,10,9.2,174,16
Delaware,2015,11,4.91,163,8
Delaware,2015,12,8,175,14
Delaware,2015,13,4.12,170,7
Delaware,2015,14,5.36,168,9
Delaware,2015,15,2.92,171,5
Delaware,2015,16,5.88,170,10
Delaware,2015,17,7.06,170,12
Delaware,2015,18,5.08,177,9
Delaware,2015,19,7.79,154,12
Delaware,2015,20,8.78,148,13
Delaware,2015,21,10,150,15
Delaware,2015,22,3.1,129,4
Delaware,2015,23,3.87,155,6
Delaware,2015,24,8.72,172,15
Delaware,2015,25,5.04,139,7
Delaware,2015,26,9.62,156,15
Delaware,2015,27,3.29,152,5
Delaware,2015,28,6.29,159,10
Delaware,2015,29,3.75,160,6
Delaware,2015,30,2.24,134,3
Delaware,2015,31,7.91,139,11
Delaware,2015,32,4.61,152,7
Delaware,2015,33,6.16,146,9
Delaware,2015,34,5.33,169,9
Delaware,2015,35,4.76,147,7
Delaware,2015,36,5.39,167,9
Delaware,2015,37,4.41,136,6
Delaware,2015,38,5.45,165,9
Delaware,2015,39,5.3,151,8
Delaware,2015,40,7.45,161,12
Delaware,2015,41,4.7,149,7
Delaware,2015,42,5.78,173,10
Delaware,2015,43,4.24,165,7
Delaware,2015,44,8.86,158,14
Delaware,2015,45,3.77,159,6
Delaware,2015,46,8.75,160,14
Delaware,2015,47,4.46,157,7
Delaware,2015,48,3.87,155,6
Delaware,2015,49,2.41,166,4
Delaware,2015,50,7.43,175,13
Delaware,2015,51,4.52,155,7
Delaware,2015,52,8.72,149,13
Delaware,2016,01,2.62,191,5
Delaware,2016,02,10.44,182,19
Delaware,2016,03,10.06,179,18
Delaware,2016,04,9.09,187,17
Delaware,2016,05,6.29,175,11
Delaware,2016,06,9.76,164,16
Delaware,2016,07,4.92,183,9
Delaware,2016,08,9.26,162,15
Delaware,2016,09,4.46,157,7
Delaware,2016,10,4.44,180,8
Delaware,2016,11,4.1,195,8
Delaware,2016,12,8,175,14
Delaware,2016,13,2.69,186,5
Delaware,2016,14,7.5,160,12
Delaware,2016,15,5,160,8
Delaware,2016,16,3.85,182,7
Delaware,2016,17,6.16,146,9
Delaware,2016,18,4,150,6
Delaware,2016,19,4.65,172,8
Delaware,2016,20,8.84,147,13
Delaware,2016,21,9.2,174,16
Delaware,2016,22,6.06,165,10
Delaware,2016,23,3.61,166,6
Delaware,2016,24,4.94,162,8
Delaware,2016,25,5.19,135,7
Delaware,2016,26,1.32,151,2
Delaware,2016,27,6.12,147,9
Delaware,2016,28,7.09,127,9
Delaware,2016,29,5.93,118,7
Delaware,2016,30,6.9,116,8
Delaware,2016,31,5.71,105,6
Delaware,2016,32,2.76,145,4
Delaware,2016,33,7.75,129,10
Delaware,2016,34,4.59,109,5
Delaware,2016,35,9.91,111,11
Delaware,2016,36,3.23,124,4
Delaware,2016,37,7.34,109,8
District of Columbia,2010,40,2.47,81,2
District of Columbia,2010,41,8.33,96,8
District of Columbia,2010,42,7.79,77,6
District of Columbia,2010,43,3.23,93,3
District of Columbia,2010,44,6.67,90,6
District of Columbia,2010,45,5.15,97,5
District of Columbia,2010,46,8.49,106,9
District of Columbia,2010,47,4.49,89,4
District of Columbia,2010,48,4.21,95,4
District of Columbia,2010,49,2.04,98,2
District of Columbia,2010,50,5.88,85,5
District of Columbia,2010,51,2.35,85,2
District of Columbia,2010,52,5.1,98,5
District of Columbia,2011,01,6.52,92,6
