state,Year,Week,Percent of Deaths Due to Pneumonia and Influenza,All Deaths,Number of Pneumonia and Influenza Deaths
District of Columbia,2011,02,12.5,96,12
District of Columbia,2011,03,7.92,101,8
District of Columbia,2011,04,8.6,93,8
District of Columbia,2011,05,10,80,8
District of Columbia,2011,06,10.31,97,10
District of Columbia,2011,07,13.33,90,12
District of Columbia,2011,08,8.74,103,9
District of Columbia,2011,09,6.49,77,5
District of Columbia,2011,10,7.83,115,9
District of Columbia,2011,11,7.62,105,8
District of Columbia,2011,12,13.59,103,14
District of Columbia,2011,13,6.86,102,7
District of Columbia,2011,14,7.14,84,6
District of Columbia,2011,15,5.21,96,5
District of Columbia,2011,16,13.92,79,11
District of Columbia,2011,17,3.66,82,3
District of Columbia,2011,18,9.09,77,7
District of Columbia,2011,19,5.75,87,5
District of Columbia,2011,20,8.64,81,7
District of Columbia,2011,21,7.95,88,7
District of Columbia,2011,22,9.28,97,9
District of Columbia,2011,23,8.75,80,7
District of Columbia,2011,24,3.8,79,3
District of Columbia,2011,25,6.98,86,6
District of Columbia,2011,26,7.89,76,6
District of Columbia,2011,27,4.35,92,4
District of Columbia,2011,28,6.1,82,5
District of Columbia,2011,29,12.5,64,8
District of Columbia,2011,30,6.59,91,6
District of Columbia,2011,31,3.8,79,3
District of Columbia,2011,32,2.33,86,2
District of Columbia,2011,33,5.21,96,5
District of Columbia,2011,34,7.14,84,6
District of Columbia,2011,35,1.35,74,1
District of Columbia,2011,36,8.33,84,7
District of Columbia,2011,37,8.54,82,7
District of Columbia,2011,38,10.87,92,10
District of Columbia,2011,39,4.76,84,4
District of Columbia,2011,40,3.06,98,3
District of Columbia,2011,41,11.76,85,10
District of Columbia,2011,42,4.26,94,4
District of Columbia,2011,43,9.47,95,9
District of Columbia,2011,44,4.6,87,4
District of Columbia,2011,45,9,100,9
District of Columbia,2011,46,5,80,4
District of Columbia,2011,47,4.05,74,3
District of Columbia,2011,48,13.16,76,10
District of Columbia,2011,49,6.52,92,6
District of Columbia,2011,50,9.64,83,8
District of Columbia,2011,51,8.24,85,7
District of Columbia,2011,52,7.14,84,6
District of Columbia,2012,01,9.62,104,10
District of Columbia,2012,02,11.21,107,12
District of Columbia,2012,03,6.38,94,6
District of Columbia,2012,04,11.25,80,9
District of Columbia,2012,05,6.59,91,6
District of Columbia,2012,06,8.89,90,8
District of Columbia,2012,07,6.98,86,6
District of Columbia,2012,08,7.81,64,5
District of Columbia,2012,09,6.67,90,6
District of Columbia,2012,10,5.06,79,4
District of Columbia,2012,11,3.74,107,4
District of Columbia,2012,12,1.18,85,1
District of Columbia,2012,13,4.94,81,4
District of Columbia,2012,14,5.66,106,6
District of Columbia,2012,15,7.78,90,7
District of Columbia,2012,16,9.41,85,8
District of Columbia,2012,17,4.17,72,3
District of Columbia,2012,18,3.92,102,4
District of Columbia,2012,19,4.76,84,4
District of Columbia,2012,20,6.02,83,5
District of Columbia,2012,21,4.71,85,4
District of Columbia,2012,22,8.43,83,7
District of Columbia,2012,23,5.21,96,5
District of Columbia,2012,24,3.8,79,3
District of Columbia,2012,25,3.45,87,3
District of Columbia,2012,26,5.33,75,4
District of Columbia,2012,27,3.57,84,3
District of Columbia,2012,28,2.27,88,2
District of Columbia,2012,29,13.51,74,10
District of Columbia,2012,30,7.84,102,8
District of Columbia,2012,31,0,84,0
District of Columbia,2012,32,5.62,89,5
District of Columbia,2012,33,9.09,99,9
District of Columbia,2012,34,8.79,91,8
District of Columbia,2012,35,8.14,86,7
District of Columbia,2012,36,5,80,4
District of Columbia,2012,37,9.3,86,8
District of Columbia,2012,38,8.16,98,8
District of Columbia,2012,39,4.21,95,4
District of Columbia,2012,40,2.5,80,2
District of Columbia,2012,41,8.6,93,8
District of Columbia,2012,42,2.15,93,2
District of Columbia,2012,43,13.19,91,12
District of Columbia,2012,44,6.25,80,5
District of Columbia,2012,45,6.38,94,6
District of Columbia,2012,46,4.17,96,4
District of Columbia,2012,47,3.85,78,3
District of Columbia,2012,48,6.52,92,6
District of Columbia,2012,49,6.17,81,5
District of Columbia,2012,50,9.68,93,9
District of Columbia,2012,51,0.97,103,1
District of Columbia,2012,52,6.12,98,6
District of Columbia,2013,01,4.92,122,6
District of Columbia,2013,02,5.71,105,6
District of Columbia,2013,03,9.26,108,10
District of Columbia,2013,04,4.26,94,4
District of Columbia,2013,05,10.62,113,12
District of Columbia,2013,06,6.48,108,7
District of Columbia,2013,07,7.37,95,7
District of Columbia,2013,08,2.35,85,2
District of Columbia,2013,09,7.53,93,7
District of Columbia,2013,10,9.2,87,8
District of Columbia,2013,11,4.85,103,5
District of Columbia,2013,12,6.25,96,6
District of Columbia,2013,13,1.25,80,1
District of Columbia,2013,14,8.26,109,9
District of Columbia,2013,15,5.21,96,5
District of Columbia,2013,16,11.11,90,10
District of Columbia,2013,17,5.62,89,5
District of Columbia,2013,18,4.21,95,4
District of Columbia,2013,19,5.32,94,5
District of Columbia,2013,20,7.92,101,8
District of Columbia,2013,21,4,75,3
District of Columbia,2013,22,4.71,85,4
District of Columbia,2013,23,2.27,88,2
District of Columbia,2013,24,3.75,80,3
District of Columbia,2013,25,9.64,83,8
District of Columbia,2013,26,3.66,82,3
District of Columbia,2013,27,8.54,82,7
District of Columbia,2013,28,5.71,70,4
District of Columbia,2013,29,4.26,94,4
District of Columbia,2013,30,4.76,84,4
District of Columbia,2013,31,3.8,79,3
District of Columbia,2013,32,2.13,94,2
District of Columbia,2013,33,9.09,88,8
District of Columbia,2013,34,4,75,3
District of Columbia,2013,35,5.8,69,4
District of Columbia,2013,36,5.43,92,5
District of Columbia,2013,37,4.05,74,3
District of Columbia,2013,38,3.49,86,3
District of Columbia,2013,39,4.76,84,4
District of Columbia,2013,40,6.9,87,6
District of Columbia,2013,41,4.76,84,4
District of Columbia,2013,42,3.85,78,3
District of Columbia,2013,43,4.76,84,4
District of Columbia,2013,44,4.35,92,4
District of Columbia,2013,45,2.78,108,3
District of Columbia,2013,46,7.04,71,5
District of Columbia,2013,47,7.23,83,6
District of Columbia,2013,48,5.05,99,5
District of Columbia,2013,49,7.07,99,7
District of Columbia,2013,50,7.53,93,7
District of Columbia,2013,51,7,100,7
District of Columbia,2013,52,4.85,103,5
District of Columbia,2014,01,5.66,106,6
District of Columbia,2014,02,7.78,90,7
District of Columbia,2014,03,8.05,87,7
District of Columbia,2014,04,6.86,102,7
District of Columbia,2014,05,8.42,95,8
District of Columbia,2014,06,4.44,90,4
District of Columbia,2014,07,8.82,102,9
District of Columbia,2014,08,1.15,87,1
District of Columbia,2014,09,11.63,86,10
District of Columbia,2014,10,5.75,87,5
District of Columbia,2014,11,2.53,79,2
District of Columbia,2014,12,5.15,97,5
District of Columbia,2014,13,3.3,91,3
District of Columbia,2014,14,3.41,88,3
District of Columbia,2014,15,3.66,82,3
District of Columbia,2014,16,7.37,95,7
District of Columbia,2014,17,2.04,98,2
District of Columbia,2014,18,4.65,86,4
District of Columbia,2014,19,2.67,75,2
District of Columbia,2014,20,5.43,92,5
District of Columbia,2014,21,4.65,86,4
District of Columbia,2014,22,1.16,86,1
District of Columbia,2014,23,7.29,96,7
District of Columbia,2014,24,6.8,103,7
District of Columbia,2014,25,7.37,95,7
District of Columbia,2014,26,5.88,102,6
District of Columbia,2014,27,7.89,76,6
District of Columbia,2014,28,5.77,104,6
District of Columbia,2014,29,5.26,95,5
District of Columbia,2014,30,0,74,0
District of Columbia,2014,31,5.06,79,4
District of Columbia,2014,32,5.56,90,5
District of Columbia,2014,33,2.56,78,2
District of Columbia,2014,34,7.79,77,6
District of Columbia,2014,35,7.77,103,8
District of Columbia,2014,36,5.62,89,5
District of Columbia,2014,37,6.17,81,5
District of Columbia,2014,38,1.98,101,2
District of Columbia,2014,39,4.65,86,4
District of Columbia,2014,40,1.3,77,1
District of Columbia,2014,41,6.25,112,7
District of Columbia,2014,42,2.08,96,2
District of Columbia,2014,43,2.41,83,2
District of Columbia,2014,44,5.49,91,5
District of Columbia,2014,45,12.79,86,11
District of Columbia,2014,46,4.6,87,4
District of Columbia,2014,47,3.33,90,3
District of Columbia,2014,48,11.49,87,10
District of Columbia,2014,49,9.64,83,8
District of Columbia,2014,50,5.45,110,6
District of Columbia,2014,51,4.12,97,4
District of Columbia,2014,52,11.11,99,11
District of Columbia,2014,53,12.3,122,15
District of Columbia,2015,01,4.92,122,6
District of Columbia,2015,02,7.08,113,8
District of Columbia,2015,03,11.43,105,12
District of Columbia,2015,04,5,120,6
District of Columbia,2015,05,5.77,104,6
District of Columbia,2015,06,6.14,114,7
District of Columbia,2015,07,6.45,93,6
District of Columbia,2015,08,6.93,101,7
District of Columbia,2015,09,9.41,85,8
District of Columbia,2015,10,4.2,119,5
District of Columbia,2015,11,6.59,91,6
District of Columbia,2015,12,8.74,103,9
District of Columbia,2015,13,8.82,102,9
District of Columbia,2015,14,10.1,99,10
District of Columbia,2015,15,6.19,97,6
District of Columbia,2015,16,7.5,80,6
District of Columbia,2015,17,9.28,97,9
District of Columbia,2015,18,7.32,82,6
District of Columbia,2015,19,4.6,87,4
District of Columbia,2015,20,10.39,77,8
District of Columbia,2015,21,2.82,71,2
District of Columbia,2015,22,5.48,73,4
District of Columbia,2015,23,7.29,96,7
District of Columbia,2015,24,13.27,98,13
District of Columbia,2015,25,9.76,82,8
District of Columbia,2015,26,10.53,95,10
District of Columbia,2015,27,5.26,95,5
District of Columbia,2015,28,2.63,76,2
District of Columbia,2015,29,3.41,88,3
District of Columbia,2015,30,9.57,94,9
District of Columbia,2015,31,4.44,90,4
District of Columbia,2015,32,6.93,101,7
District of Columbia,2015,33,7.07,99,7
District of Columbia,2015,34,2.56,78,2
District of Columbia,2015,35,4.26,94,4
District of Columbia,2015,36,10.81,74,8
District of Columbia,2015,37,6.38,94,6
District of Columbia,2015,38,3.49,86,3
District of Columbia,2015,39,9.33,75,7
District of Columbia,2015,40,6.1,82,5
District of Columbia,2015,41,8.42,95,8
District of Columbia,2015,42,4.42,113,5
District of Columbia,2015,43,3.61,83,3
District of Columbia,2015,44,7.14,98,7
District of Columbia,2015,45,9.64,83,8
District of Columbia,2015,46,8.14,86,7
District of Columbia,2015,47,11.32,106,12
District of Columbia,2015,48,4.35,92,4
District of Columbia,2015,49,9.68,93,9
District of Columbia,2015,50,4.44,90,4
District of Columbia,2015,51,4.21,95,4
District of Columbia,2015,52,8.05,87,7
District of Columbia,2016,01,5.15,97,5
District of Columbia,2016,02,8.65,104,9
District of Columbia,2016,03,3.16,95,3
District of Columbia,2016,04,9.43,106,10
District of Columbia,2016,05,5.56,90,5
District of Columbia,2016,06,11,100,11
District of Columbia,2016,07,5.56,108,6
District of Columbia,2016,08,4.6,87,4
District of Columbia,2016,09,5.94,101,6
District of Columbia,2016,10,7.14,112,8
District of Columbia,2016,11,4.76,84,4
District of Columbia,2016,12,11.46,96,11
District of Columbia,2016,13,7.92,101,8
District of Columbia,2016,14,8.26,109,9
District of Columbia,2016,15,4.49,89,4
District of Columbia,2016,16,4.35,92,4
District of Columbia,2016,17,3.92,102,4
District of Columbia,2016,18,4.49,89,4
District of Columbia,2016,19,2.53,79,2
District of Columbia,2016,20,9.09,77,7
District of Columbia,2016,21,11.11,90,10
District of Columbia,2016,22,5.56,90,5
District of Columbia,2016,23,0.92,109,1
District of Columbia,2016,24,3.57,84,3
District of Columbia,2016,25,5.49,91,5
District of Columbia,2016,26,2.35,85,2
District of Columbia,2016,27,2.63,76,2
District of Columbia,2016,28,1.47,68,1
District of Columbia,2016,29,4.48,67,3
District of Columbia,2016,30,0,74,0
District of Columbia,2016,31,1.89,53,1
District of Columbia,2016,32,5.63,71,4
District of Columbia,2016,33,4.48,67,3
District of Columbia,2016,34,5.33,75,4
District of Columbia,2016,35,4.11,73,3
District of Columbia,2016,36,2,50,1
District of Columbia,2016,37,5.71,35,2
Florida,2010,40,5.32,3236,172
Florida,2010,41,5.45,3174,173
Florida,2010,42,4.69,3323,156
Florida,2010,43,5.93,3101,184
Florida,2010,44,4.78,3302,158
Florida,2010,45,5.26,3327,175
Florida,2010,46,5.38,3345,180
Florida,2010,47,4.74,3270,155
Florida,2010,48,5.7,3281,187
Florida,2010,49,4.97,3539,176
Florida,2010,50,5.94,3735,222
Florida,2010,51,5.54,3609,200
Florida,2010,52,5.58,3820,213
Florida,2011,01,6.58,3907,257
Florida,2011,02,7.3,3686,269
Florida,2011,03,6.8,3677,250
Florida,2011,04,6.95,3583,249
Florida,2011,05,6.59,3641,240
Florida,2011,06,6.61,3602,238
Florida,2011,07,7.38,3497,258
Florida,2011,08,6.7,3525,236
Florida,2011,09,6.78,3567,242
Florida,2011,10,5.7,3353,191
Florida,2011,11,6.76,3551,240
Florida,2011,12,6.05,3421,207
Florida,2011,13,6.06,3366,204
Florida,2011,14,5,3378,169
Florida,2011,15,5.4,3314,179
Florida,2011,16,6.1,3442,210
Florida,2011,17,5,3319,166
Florida,2011,18,5.38,3345,180
Florida,2011,19,5.34,3276,175
Florida,2011,20,5.45,3266,178
Florida,2011,21,5.22,3276,171
Florida,2011,22,4.57,3305,151
Florida,2011,23,4.68,3269,153
Florida,2011,24,5.23,3177,166
Florida,2011,25,4.49,3226,145
Florida,2011,26,5.28,3184,168
Florida,2011,27,5.29,3175,168
Florida,2011,28,5.08,3129,159
Florida,2011,29,4.81,3284,158
Florida,2011,30,5.71,3171,181
Florida,2011,31,4.62,3249,150
Florida,2011,32,4.68,3293,154
Florida,2011,33,4.75,3117,148
Florida,2011,34,5.11,3149,161
Florida,2011,35,5.13,3239,166
Florida,2011,36,5.31,3161,168
Florida,2011,37,4.71,3207,151
Florida,2011,38,4.72,3217,152
Florida,2011,39,5.92,3160,187
Florida,2011,40,5.29,3156,167
Florida,2011,41,4.71,3310,156
Florida,2011,42,4.47,3288,147
Florida,2011,43,5.54,3231,179
Florida,2011,44,4.98,3275,163
Florida,2011,45,5.7,3350,191
Florida,2011,46,5.07,3194,162
Florida,2011,47,6.04,3214,194
Florida,2011,48,5.31,3277,174
Florida,2011,49,5.48,3321,182
Florida,2011,50,5.67,3370,191
Florida,2011,51,5.32,3292,175
Florida,2011,52,6.02,3357,202
Florida,2012,01,6.45,3645,235
Florida,2012,02,5.52,3624,200
Florida,2012,03,5.43,3553,193
Florida,2012,04,5.65,3379,191
Florida,2012,05,5.42,3416,185
Florida,2012,06,5.14,3518,181
Florida,2012,07,5.86,3567,209
Florida,2012,08,5.77,3518,203
Florida,2012,09,5.56,3415,190
Florida,2012,10,6.56,3463,227
Florida,2012,11,5.44,3348,182
Florida,2012,12,5.6,3445,193
Florida,2012,13,5.37,3370,181
Florida,2012,14,5.79,3403,197
Florida,2012,15,5.64,3369,190
Florida,2012,16,5.46,3350,183
Florida,2012,17,5.19,3413,177
Florida,2012,18,4.92,3352,165
Florida,2012,19,5.42,3378,183
Florida,2012,20,5.21,3280,171
Florida,2012,21,4.77,3311,158
Florida,2012,22,5.28,3276,173
Florida,2012,23,5.08,3368,171
Florida,2012,24,5.09,3401,173
Florida,2012,25,5.45,3232,176
Florida,2012,26,5.28,3256,172
Florida,2012,27,5.52,3333,184
Florida,2012,28,5.22,3331,174
Florida,2012,29,4.92,3214,158
Florida,2012,30,5.5,3200,176
Florida,2012,31,5.35,3343,179
Florida,2012,32,5.92,3259,193
Florida,2012,33,4.74,3209,152
Florida,2012,34,4.75,3243,154
Florida,2012,35,4.63,3238,150
Florida,2012,36,4.95,3331,165
Florida,2012,37,5.12,3244,166
Florida,2012,38,5.81,3340,194
Florida,2012,39,5.1,3235,165
Florida,2012,40,5.29,3292,174
Florida,2012,41,5.18,3362,174
Florida,2012,42,5.21,3339,174
Florida,2012,43,4.96,3268,162
Florida,2012,44,5.13,3432,176
Florida,2012,45,4.95,3393,168
Florida,2012,46,5.16,3507,181
Florida,2012,47,5.12,3415,175
Florida,2012,48,6.75,3599,243
Florida,2012,49,5.39,3543,191
Florida,2012,50,5.8,3602,209
Florida,2012,51,5.78,3512,203
Florida,2012,52,6.45,3769,243
Florida,2013,01,6.28,3933,247
Florida,2013,02,7.28,3889,283
Florida,2013,03,7.07,3859,273
Florida,2013,04,6.86,3749,257
Florida,2013,05,6.96,3648,254
Florida,2013,06,7.36,3738,275
Florida,2013,07,6.67,3761,251
Florida,2013,08,6.19,3637,225
Florida,2013,09,5.79,3677,213
Florida,2013,10,5.79,3745,217
Florida,2013,11,6.24,3797,237
Florida,2013,12,6.45,3644,235
Florida,2013,13,6.12,3564,218
Florida,2013,14,5.93,3811,226
Florida,2013,15,6.22,3650,227
Florida,2013,16,5.75,3477,200
Florida,2013,17,5.49,3500,192
Florida,2013,18,5.88,3348,197
Florida,2013,19,6.11,3500,214
Florida,2013,20,5.5,3438,189
Florida,2013,21,4.93,3386,167
Florida,2013,22,5.11,3249,166
Florida,2013,23,6,3331,200
Florida,2013,24,5.91,3504,207
Florida,2013,25,5.58,3421,191
Florida,2013,26,5.78,3355,194
Florida,2013,27,5.85,3214,188
Florida,2013,28,5.26,3362,177
Florida,2013,29,5.66,3178,180
Florida,2013,30,4.71,3421,161
Florida,2013,31,5.42,3302,179
Florida,2013,32,5.99,3190,191
Florida,2013,33,5.52,3317,183
Florida,2013,34,5.59,3237,181
Florida,2013,35,4.77,3208,153
Florida,2013,36,4.8,3249,156
Florida,2013,37,4.89,3418,167
Florida,2013,38,5.39,3305,178
Florida,2013,39,5.49,3225,177
Florida,2013,40,5.38,3307,178
Florida,2013,41,4.98,3355,167
Florida,2013,42,5.82,3387,197
Florida,2013,43,6.85,3284,225
Florida,2013,44,5.65,3400,192
Florida,2013,45,5.71,3430,196
Florida,2013,46,5.21,3438,179
Florida,2013,47,6.11,3373,206
Florida,2013,48,5.59,3364,188
Florida,2013,49,5.97,3483,208
Florida,2013,50,6.21,3429,213
Florida,2013,51,5.68,3644,207
Florida,2013,52,6.6,3548,234
Florida,2014,01,6.4,3563,228
Florida,2014,02,6.75,3806,257
Florida,2014,03,6.92,3700,256
Florida,2014,04,6.77,3765,255
Florida,2014,05,6.54,3745,245
Florida,2014,06,6.36,3821,243
Florida,2014,07,6.58,3648,240
Florida,2014,08,5.77,3694,213
Florida,2014,09,5.79,3556,206
Florida,2014,10,5.62,3698,208
Florida,2014,11,5.54,3484,193
Florida,2014,12,5.92,3702,219
Florida,2014,13,5.24,3514,184
Florida,2014,14,5.32,3571,190
Florida,2014,15,5.88,3434,202
Florida,2014,16,5.78,3544,205
Florida,2014,17,5.77,3550,205
Florida,2014,18,5.29,3533,187
Florida,2014,19,5.48,3543,194
Florida,2014,20,5.33,3436,183
Florida,2014,21,5.19,3584,186
Florida,2014,22,5.87,3458,203
Florida,2014,23,6.06,3480,211
Florida,2014,24,5.28,3561,188
Florida,2014,25,5.04,3470,175
Florida,2014,26,4.68,3505,164
Florida,2014,27,5.2,3403,177
Florida,2014,28,5.44,3420,186
Florida,2014,29,5.21,3534,184
Florida,2014,30,5.17,3463,179
Florida,2014,31,4.78,3428,164
Florida,2014,32,5.39,3398,183
Florida,2014,33,4.64,3468,161
Florida,2014,34,4.25,3392,144
Florida,2014,35,4.69,3370,158
Florida,2014,36,5.35,3347,179
Florida,2014,37,4.81,3409,164
Florida,2014,38,5.03,3377,170
Florida,2014,39,4.59,3380,155
Florida,2014,40,4.8,3332,160
Florida,2014,41,5.63,3482,196
Florida,2014,42,5.39,3468,187
Florida,2014,43,5.34,3429,183
Florida,2014,44,5.32,3495,186
Florida,2014,45,5.6,3640,204
Florida,2014,46,5.65,3630,205
Florida,2014,47,5.54,3649,202
Florida,2014,48,5.39,3709,200
Florida,2014,49,5.99,3791,227
Florida,2014,50,6.18,3816,236
Florida,2014,51,6.32,3942,249
Florida,2014,52,6.54,3959,259
Florida,2014,53,7.12,4061,289
Florida,2015,01,7.21,4011,289
Florida,2015,02,7.88,3999,315
Florida,2015,03,6.57,3971,261
Florida,2015,04,6.81,3905,266
Florida,2015,05,6.83,4014,274
Florida,2015,06,6.4,3937,252
Florida,2015,07,6,4018,241
Florida,2015,08,6.29,4089,257
Florida,2015,09,6.55,3863,253
Florida,2015,10,6.65,3835,255
Florida,2015,11,6.27,3873,243
Florida,2015,12,6.13,3751,230
Florida,2015,13,6.23,3853,240
Florida,2015,14,6.26,3610,226
Florida,2015,15,5.92,3716,220
Florida,2015,16,5.83,3634,212
Florida,2015,17,6.27,3557,223
Florida,2015,18,6.03,3767,227
Florida,2015,19,5.53,3777,209
Florida,2015,20,5.1,3552,181
Florida,2015,21,5.8,3603,209
Florida,2015,22,5.84,3508,205
Florida,2015,23,5.01,3574,179
Florida,2015,24,4.85,3607,175
Florida,2015,25,4.91,3564,175
Florida,2015,26,4.9,3493,171
Florida,2015,27,5.04,3649,184
Florida,2015,28,4.89,3515,172
Florida,2015,29,5.07,3550,180
Florida,2015,30,5.43,3479,189
Florida,2015,31,5.54,3576,198
Florida,2015,32,5.35,3515,188
Florida,2015,33,5.37,3535,190
Florida,2015,34,5.19,3446,179
Florida,2015,35,5.66,3516,199
Florida,2015,36,5.04,3510,177
Florida,2015,37,4.4,3544,156
Florida,2015,38,4.96,3673,182
Florida,2015,39,5.49,3496,192
Florida,2015,40,5.13,3604,185
Florida,2015,41,5.23,3521,184
Florida,2015,42,5.07,3606,183
Florida,2015,43,5.24,3510,184
Florida,2015,44,5.67,3613,205
Florida,2015,45,4.82,3482,168
Florida,2015,46,4.9,3595,176
Florida,2015,47,4.91,3565,175
Florida,2015,48,5.12,3675,188
Florida,2015,49,4.8,3689,177
Florida,2015,50,5.89,3636,214
Florida,2015,51,5.36,3769,202
Florida,2015,52,5.97,3668,219
Florida,2016,01,6.08,3802,231
Florida,2016,02,5.77,3833,221
Florida,2016,03,5.85,3898,228
Florida,2016,04,5.96,3908,233
Florida,2016,05,6.28,3983,250
Florida,2016,06,5.87,4072,239
Florida,2016,07,6.34,3925,249
Florida,2016,08,6.61,4022,266
Florida,2016,09,6.84,4052,277
Florida,2016,10,6.38,4135,264
Florida,2016,11,6.76,4026,272
Florida,2016,12,6.8,3968,270
Florida,2016,13,5.88,3875,228
Florida,2016,14,6.46,3917,253
Florida,2016,15,6.51,3777,246
Florida,2016,16,5.86,3788,222
Florida,2016,17,5.86,3704,217
Florida,2016,18,5.6,3716,208
Florida,2016,19,5.04,3750,189
Florida,2016,20,5.34,3652,195
Florida,2016,21,6.46,3639,235
Florida,2016,22,5.43,3630,197
Florida,2016,23,6.04,3495,211
Florida,2016,24,5.69,3672,209
Florida,2016,25,5.51,3520,194
Florida,2016,26,5.1,3547,181
Florida,2016,27,5.31,3580,190
Florida,2016,28,4.7,3637,171
Florida,2016,29,5.13,3239,166
Florida,2016,30,3.77,2863,108
Florida,2016,31,4.75,2862,136
Florida,2016,32,4.36,3003,131
Florida,2016,33,4.37,2813,123
Florida,2016,34,5.39,2822,152
Florida,2016,35,4.72,2820,133
Florida,2016,36,4.45,2806,125
Florida,2016,37,5.64,2747,155
Georgia,2010,40,4.98,1306,65
Georgia,2010,41,6.38,1332,85
Georgia,2010,42,5.59,1307,73
Georgia,2010,43,6.92,1344,93
Georgia,2010,44,6.42,1339,86
Georgia,2010,45,7.06,1416,100
Georgia,2010,46,7.12,1405,100
Georgia,2010,47,7.87,1423,112
Georgia,2010,48,7.17,1269,91
Georgia,2010,49,6.72,1459,98
Georgia,2010,50,7.01,1497,105
Georgia,2010,51,6.68,1541,103
Georgia,2010,52,8.79,1615,142
Georgia,2011,01,8.03,1644,132
Georgia,2011,02,8.18,1516,124
Georgia,2011,03,8.74,1624,142
Georgia,2011,04,7.72,1502,116
Georgia,2011,05,8.34,1534,128
Georgia,2011,06,8.05,1541,124
Georgia,2011,07,9.48,1466,139
Georgia,2011,08,9.7,1444,140
Georgia,2011,09,6.73,1456,98
Georgia,2011,10,7.08,1498,106
Georgia,2011,11,6.37,1351,86
Georgia,2011,12,7.29,1385,101
Georgia,2011,13,6.49,1356,88
Georgia,2011,14,8.18,1455,119
Georgia,2011,15,5.96,1308,78
Georgia,2011,16,6.09,1347,82
Georgia,2011,17,6,1301,78
Georgia,2011,18,7.86,1349,106
Georgia,2011,19,6.48,1280,83
Georgia,2011,20,5.34,1254,67
Georgia,2011,21,7.14,1358,97
Georgia,2011,22,5.45,1267,69
Georgia,2011,23,5.82,1374,80
Georgia,2011,24,6.49,1278,83
Georgia,2011,25,5.28,1289,68
Georgia,2011,26,6.43,1244,80
Georgia,2011,27,4.94,1335,66
Georgia,2011,28,5.56,1242,69
Georgia,2011,29,6.58,1306,86
Georgia,2011,30,4.79,1253,60
